Order ID;Order Date;Ship Date;Ship Mode;Postal Code;Customer ID
CA-2018-132339;19/08/2018;23/08/2018;Standard Class;1841;JB-15400
CA-2015-153983;29/11/2015;06/12/2015;Standard Class;94122;AH-10210
CA-2018-112900;09/04/2018;12/04/2018;Second Class;48205;KL-16645
CA-2015-160157;20/12/2015;27/12/2015;Standard Class;45011;MH-17455
CA-2015-139633;17/12/2015;24/12/2015;Standard Class;43229;EC-14050
CA-2016-163090;17/11/2016;21/11/2016;Second Class;60610;GH-14665
CA-2015-117016;04/03/2015;09/03/2015;Standard Class;33063;SC-20095
CA-2018-159464;18/05/2018;19/05/2018;First Class;30328;TB-21355
US-2018-103226;22/09/2018;28/09/2018;Standard Class;87105;DW-13195
CA-2018-119452;21/03/2018;27/03/2018;Standard Class;74133;CL-12565
CA-2018-147725;14/09/2018;14/09/2018;Same Day;7050;LT-17110
CA-2017-168893;03/11/2017;08/11/2017;Second Class;42420;AP-10915
CA-2017-163398;03/05/2017;08/05/2017;Standard Class;60653;CB-12415
CA-2017-162726;27/12/2017;02/01/2018;Standard Class;77642;MT-17815
US-2017-111290;22/07/2017;26/07/2017;Standard Class;48185;DK-13375
US-2015-147704;16/11/2015;21/11/2015;Standard Class;47401;SR-20740
CA-2016-121965;19/06/2016;23/06/2016;Standard Class;90032;LH-17155
CA-2017-147137;04/07/2017;06/07/2017;First Class;94109;AA-10645
US-2016-146745;03/09/2016;08/09/2016;Standard Class;94110;AS-10630
CA-2018-115175;07/08/2018;12/08/2018;Standard Class;95123;MC-17575
CA-2018-105851;13/03/2018;20/03/2018;Standard Class;80219;SE-20110
US-2018-125717;28/09/2018;01/10/2018;First Class;80013;DS-13030
CA-2016-163895;07/08/2016;11/08/2016;Standard Class;83704;NS-18640
CA-2018-168641;24/11/2018;01/12/2018;Standard Class;10035;KA-16525
CA-2018-156895;08/05/2018;12/05/2018;Standard Class;19140;DJ-13510
CA-2018-121300;29/09/2018;29/09/2018;Same Day;44060;MG-17680
CA-2018-130211;22/10/2018;22/10/2018;Same Day;73505;BD-11620
CA-2015-147235;24/03/2015;28/03/2015;Standard Class;10024;CD-11920
CA-2017-109365;03/11/2017;08/11/2017;Standard Class;90049;XP-21865
CA-2016-162621;05/09/2016;11/09/2016;Standard Class;77036;CA-12055
CA-2018-105921;14/08/2018;21/08/2018;Standard Class;90032;JM-15250
CA-2015-150798;01/12/2015;03/12/2015;Second Class;43229;JK-15730
CA-2018-112753;18/06/2018;23/06/2018;Standard Class;90032;CC-12670
CA-2018-155075;02/12/2018;09/12/2018;Standard Class;19140;GW-14605
CA-2015-103401;21/11/2015;26/11/2015;Standard Class;94110;GR-14560
CA-2017-124814;10/04/2017;16/04/2017;Standard Class;93309;FM-14215
CA-2015-116757;30/06/2015;04/07/2015;Standard Class;77095;MS-17980
US-2015-138247;24/12/2015;29/12/2015;Standard Class;90045;BF-11170
CA-2018-167003;23/05/2018;29/05/2018;Standard Class;90036;VS-21820
CA-2017-119935;10/11/2017;14/11/2017;Standard Class;65807;KM-16225
CA-2017-118969;02/10/2017;03/10/2017;First Class;85023;LP-17095
CA-2017-145240;06/09/2017;08/09/2017;First Class;77070;BG-11740
CA-2017-120873;27/10/2017;01/11/2017;Second Class;23666;BW-11200
US-2018-111920;22/10/2018;26/10/2018;Standard Class;74133;PS-18970
US-2017-128678;15/09/2017;20/09/2017;Standard Class;98105;RB-19570
CA-2017-101385;25/09/2017;01/10/2017;Standard Class;94109;JW-16075
CA-2018-107167;10/06/2018;14/06/2018;Standard Class;32216;ND-18460
CA-2015-109491;20/02/2015;26/02/2015;Standard Class;47374;LC-16930
CA-2018-105445;20/02/2018;25/02/2018;Second Class;80027;BP-11095
CA-2015-107454;02/11/2015;06/11/2015;Standard Class;10024;RD-19720
US-2018-105046;17/07/2018;23/07/2018;Standard Class;13440;BE-11335
CA-2018-152856;08/09/2018;10/09/2018;Second Class;43302;RS-19765
CA-2017-134691;14/11/2017;18/11/2017;Standard Class;77041;KC-16540
CA-2017-118759;14/11/2017;17/11/2017;First Class;10009;MB-17305
CA-2015-140403;10/10/2015;10/10/2015;Same Day;95336;TN-21040
CA-2016-163104;19/03/2016;26/03/2016;Standard Class;90004;MC-18130
CA-2018-138464;08/07/2018;12/07/2018;Standard Class;98115;VF-21715
CA-2016-104129;27/02/2016;02/03/2016;Standard Class;2908;ES-14080
US-2018-132206;16/06/2018;21/06/2018;Standard Class;60653;MK-17905
CA-2018-113474;30/03/2018;31/03/2018;First Class;73120;TM-21490
CA-2016-126557;12/07/2016;17/07/2016;Second Class;60610;RL-19615
US-2018-107636;30/04/2018;02/05/2018;First Class;6040;NM-18520
US-2015-165862;13/07/2015;17/07/2015;Standard Class;90049;GK-14620
US-2015-106334;27/12/2015;02/01/2016;Standard Class;94122;JF-15490
CA-2017-101448;27/02/2017;01/03/2017;Second Class;54601;EB-13930
CA-2016-130218;23/03/2016;26/03/2016;First Class;29501;SG-20470
US-2018-117331;21/10/2018;28/10/2018;Standard Class;85301;ND-18370
CA-2015-127383;31/12/2015;05/01/2016;Standard Class;79907;CM-11815
CA-2015-110219;05/05/2015;08/05/2015;First Class;78207;EB-13870
CA-2016-118871;04/12/2016;09/12/2016;Second Class;90049;HM-14860
CA-2018-129490;26/09/2018;30/09/2018;Standard Class;33023;SJ-20125
CA-2015-101175;09/12/2015;14/12/2015;Standard Class;85204;DM-12955
US-2018-149510;03/12/2018;10/12/2018;Standard Class;28314;MC-17575
CA-2016-111990;08/11/2016;13/11/2016;Standard Class;77095;DB-13660
CA-2015-169460;19/04/2015;21/04/2015;Second Class;95123;NF-18595
US-2016-152128;25/05/2016;27/05/2016;Second Class;67212;NM-18445
CA-2018-126662;17/07/2018;21/07/2018;Standard Class;90036;AB-10255
CA-2017-139395;12/12/2017;18/12/2017;Standard Class;49201;MG-17650
US-2015-121734;11/04/2015;16/04/2015;Standard Class;83501;SE-20110
CA-2016-110947;09/06/2016;15/06/2016;Standard Class;23666;AG-10765
US-2015-150126;27/07/2015;02/08/2015;Standard Class;10035;AS-10045
CA-2016-164427;31/07/2016;06/08/2016;Standard Class;39401;AR-10405
CA-2017-120250;19/09/2017;22/09/2017;First Class;19140;AP-10720
CA-2017-121993;10/06/2017;12/06/2017;First Class;19140;JB-16000
US-2017-100405;26/08/2017;28/08/2017;Second Class;90045;TS-21430
US-2018-163790;02/11/2018;04/11/2018;Second Class;94526;NL-18310
CA-2017-129868;26/12/2017;31/12/2017;Standard Class;90004;MC-18130
CA-2017-140564;05/12/2017;10/12/2017;Second Class;20016;TC-21475
US-2018-169502;28/08/2018;01/09/2018;Standard Class;53209;MG-17650
CA-2016-146948;16/07/2016;20/07/2016;Standard Class;21215;MG-17890
US-2016-113327;26/05/2016;29/05/2016;Second Class;28540;BF-11170
CA-2016-135020;28/05/2016;02/06/2016;Standard Class;14609;MS-17770
US-2018-141852;09/11/2018;14/11/2018;Standard Class;92054;JE-15745
CA-2017-109407;24/01/2017;26/01/2017;Second Class;39503;HG-14965
US-2017-165953;31/12/2017;06/01/2018;Standard Class;32216;EP-13915
CA-2017-144540;05/09/2017;10/09/2017;Standard Class;77070;GH-14410
CA-2016-159863;04/09/2016;07/09/2016;Second Class;77095;DS-13180
CA-2016-117800;21/09/2016;26/09/2016;Standard Class;2149;TH-21550
CA-2018-145219;24/12/2018;25/12/2018;First Class;90049;RM-19675
CA-2016-161214;05/10/2016;08/10/2016;Second Class;19805;SF-20965
CA-2018-147228;09/09/2018;14/09/2018;Standard Class;38401;SO-20335
CA-2017-101336;13/11/2017;18/11/2017;Standard Class;10011;CK-12760
US-2016-126235;15/10/2016;15/10/2016;Same Day;48858;GA-14725
CA-2018-168396;03/08/2018;08/08/2018;Second Class;94122;BD-11725
CA-2016-130456;21/08/2016;26/08/2016;Standard Class;94122;DS-13180
CA-2018-116288;12/03/2018;17/03/2018;Standard Class;94122;BS-11380
CA-2018-168228;27/04/2018;29/04/2018;First Class;90045;AP-10915
CA-2017-102162;11/09/2017;16/09/2017;Standard Class;23602;JF-15565
CA-2018-130141;22/10/2018;24/10/2018;Second Class;80525;HA-14905
CA-2016-147501;02/08/2016;06/08/2016;Standard Class;98105;Co-12640
CA-2017-143910;12/08/2017;16/08/2017;Standard Class;10011;BC-11125
CA-2015-146885;30/05/2015;05/06/2015;Standard Class;23223;EB-13840
CA-2017-139556;26/04/2017;01/05/2017;Standard Class;10009;DB-13360
CA-2018-129357;14/05/2018;19/05/2018;Standard Class;98103;KB-16585
CA-2018-150987;08/04/2018;12/04/2018;Standard Class;94110;AH-10120
CA-2018-132647;17/02/2018;23/02/2018;Standard Class;8861;GH-14410
CA-2018-159107;24/06/2018;26/06/2018;Second Class;94110;KT-16480
CA-2015-160738;05/05/2015;10/05/2015;Standard Class;61032;KH-16330
CA-2016-112130;03/05/2016;07/05/2016;Standard Class;19140;SV-20785
CA-2017-111409;18/09/2017;22/09/2017;Standard Class;32216;PO-18850
CA-2017-116232;22/09/2017;26/09/2017;Standard Class;33024;AC-10450
CA-2017-116547;10/01/2017;17/01/2017;Standard Class;98115;KB-16585
US-2018-133200;06/05/2018;11/05/2018;Standard Class;76106;DB-13555
CA-2017-133550;31/07/2017;06/08/2017;Standard Class;48205;KL-16645
CA-2018-139416;27/03/2018;29/03/2018;Second Class;19120;AG-10270
CA-2015-114510;14/03/2015;19/03/2015;Standard Class;84321;JF-15295
CA-2017-169215;14/07/2017;18/07/2017;Second Class;13021;RE-19450
CA-2017-127698;01/12/2017;01/12/2017;Same Day;27604;MV-18190
CA-2017-159912;29/08/2017;03/09/2017;Standard Class;19120;GB-14530
CA-2017-101987;24/06/2017;30/06/2017;Standard Class;47374;HL-15040
US-2018-154851;30/03/2018;03/04/2018;Standard Class;17602;BP-11155
CA-2015-138681;20/12/2015;22/12/2015;First Class;85705;CT-11995
US-2016-138121;17/12/2016;17/12/2016;Same Day;48205;JL-15835
CA-2018-140298;11/05/2018;17/05/2018;Standard Class;78745;JK-16120
CA-2017-166240;24/06/2017;28/06/2017;Standard Class;77095;DH-13075
CA-2017-158435;17/05/2017;18/05/2017;First Class;6708;AG-10900
CA-2018-138149;29/06/2018;30/06/2018;First Class;90049;WB-21850
CA-2015-112403;31/03/2015;31/03/2015;Same Day;19120;JO-15280
CA-2015-108273;16/12/2015;21/12/2015;Standard Class;77340;EJ-13720
CA-2018-121643;18/05/2018;20/05/2018;First Class;97206;AB-10105
US-2016-122910;12/05/2016;16/05/2016;Standard Class;80027;LT-16765
CA-2018-143126;03/12/2018;07/12/2018;Second Class;98115;CM-12655
CA-2016-129042;12/12/2016;17/12/2016;Standard Class;21215;EM-13960
CA-2016-109736;10/10/2016;11/10/2016;First Class;94109;DJ-13420
CA-2016-142601;18/04/2016;20/04/2016;Second Class;90004;DE-13255
CA-2015-106229;07/06/2015;11/06/2015;Second Class;60505;NR-18550
US-2018-135230;01/09/2018;07/09/2018;Standard Class;98103;CK-12325
CA-2017-159653;22/05/2017;22/05/2017;Same Day;30605;JF-15490
CA-2017-131968;11/11/2017;15/11/2017;Standard Class;32712;LB-16795
CA-2015-119151;25/11/2015;29/11/2015;Second Class;10009;MP-18175
CA-2015-123323;07/11/2015;12/11/2015;Standard Class;94110;LH-16900
CA-2017-124681;18/07/2017;23/07/2017;Second Class;75217;SV-20935
US-2016-103996;29/03/2016;31/03/2016;Second Class;92105;RB-19435
CA-2017-120530;07/04/2017;12/04/2017;Standard Class;10035;Dl-13600
CA-2016-155054;13/06/2016;19/06/2016;Standard Class;4240;PS-19045
CA-2016-105725;18/02/2016;24/02/2016;Standard Class;90805;GT-14755
CA-2018-164364;12/11/2018;16/11/2018;Standard Class;98115;CS-12355
CA-2018-168123;05/03/2018;05/03/2018;Same Day;55901;JD-16060
CA-2017-120005;03/03/2017;03/03/2017;Same Day;94110;TS-21160
CA-2017-123526;24/12/2017;25/12/2017;First Class;98103;BV-11245
CA-2017-127649;07/10/2017;09/10/2017;First Class;99207;DL-13495
CA-2017-159989;09/12/2017;13/12/2017;Standard Class;37064;EB-13870
CA-2018-103499;20/11/2018;24/11/2018;Standard Class;38301;ES-14020
US-2016-167220;12/12/2016;16/12/2016;Standard Class;78745;JB-15925
CA-2018-126354;03/02/2018;08/02/2018;Standard Class;33024;SC-20380
CA-2018-169817;21/09/2018;25/09/2018;Standard Class;19143;EB-13870
US-2018-144582;30/04/2018;05/05/2018;Standard Class;61832;TC-21475
CA-2015-121573;03/11/2015;07/11/2015;Standard Class;10009;SG-20605
CA-2017-117660;30/12/2017;04/01/2018;Standard Class;43229;BM-11785
CA-2015-112851;17/09/2015;21/09/2015;Standard Class;91911;NR-18550
CA-2018-123701;24/11/2018;27/11/2018;First Class;94110;PG-18820
CA-2016-118227;24/04/2016;28/04/2016;Standard Class;10009;DB-13270
CA-2016-123155;09/03/2016;12/03/2016;First Class;78207;NS-18640
CA-2018-158883;02/06/2018;03/06/2018;Same Day;28540;CS-11860
US-2017-114888;19/09/2017;24/09/2017;Second Class;94109;CC-12430
US-2015-167262;31/10/2015;03/11/2015;Second Class;85323;AC-10450
CA-2018-119746;23/11/2018;27/11/2018;Standard Class;60610;CM-12385
CA-2018-108091;16/11/2018;21/11/2018;Standard Class;92025;EK-13795
CA-2017-101630;19/02/2017;23/02/2017;Second Class;11561;CK-12760
CA-2018-132346;07/11/2018;11/11/2018;Standard Class;19711;PK-19075
CA-2015-150301;08/07/2015;10/07/2015;First Class;14215;MH-18025
CA-2015-159310;07/11/2015;12/11/2015;Standard Class;77070;SC-20725
US-2018-147984;28/01/2018;01/02/2018;Standard Class;67212;GB-14575
CA-2016-104346;11/12/2016;16/12/2016;Standard Class;80906;IM-15070
US-2016-141684;29/06/2016;04/07/2016;Standard Class;10011;MM-18055
CA-2016-144722;16/03/2016;23/03/2016;Standard Class;90036;MF-18250
CA-2016-120516;13/08/2016;17/08/2016;Standard Class;30062;CK-12595
US-2017-148901;14/05/2017;19/05/2017;Standard Class;32216;MK-17905
CA-2018-136364;13/07/2018;17/07/2018;Second Class;19140;MH-17455
CA-2016-137708;22/11/2016;25/11/2016;Second Class;90008;NG-18430
CA-2015-149055;23/11/2015;28/11/2015;Standard Class;19134;PB-19210
CA-2016-151589;27/12/2016;30/12/2016;First Class;54703;RE-19450
CA-2017-121370;14/11/2017;19/11/2017;Second Class;19134;EB-14110
CA-2017-111696;08/05/2017;10/05/2017;First Class;90004;TB-21625
CA-2015-139598;26/12/2015;31/12/2015;Standard Class;19134;MG-17695
CA-2018-117436;08/06/2018;14/06/2018;Standard Class;6360;LW-17125
CA-2016-140025;07/04/2016;11/04/2016;Standard Class;78207;PF-19120
CA-2017-134222;10/07/2017;11/07/2017;Same Day;85364;NZ-18565
CA-2017-140018;21/11/2017;26/11/2017;Standard Class;43229;CK-12205
US-2018-136707;12/11/2018;15/11/2018;First Class;90036;JE-15610
CA-2015-152562;01/11/2015;08/11/2015;Standard Class;40475;JO-15145
CA-2017-152408;15/05/2017;21/05/2017;Standard Class;10035;TT-21220
CA-2015-120278;07/11/2015;12/11/2015;Standard Class;54401;MS-17365
CA-2018-167661;05/10/2018;10/10/2018;Standard Class;94110;MP-18175
CA-2018-106831;01/06/2018;03/06/2018;First Class;43017;FH-14350
CA-2018-154123;20/11/2018;25/11/2018;Standard Class;42420;SC-20050
CA-2017-136049;23/12/2017;28/12/2017;Standard Class;43402;NM-18520
CA-2018-118402;29/09/2018;04/10/2018;Standard Class;38109;JO-15280
US-2017-139388;07/11/2017;09/11/2017;First Class;8701;CC-12475
US-2015-128685;04/04/2015;05/04/2015;First Class;90008;MZ-17515
CA-2016-124044;23/07/2016;26/07/2016;Second Class;14609;MS-17830
CA-2015-164469;25/06/2015;27/06/2015;Second Class;97301;GK-14620
CA-2015-107818;08/09/2015;14/09/2015;Standard Class;99301;MC-17275
CA-2015-113320;12/12/2015;15/12/2015;Second Class;94601;LH-17155
CA-2016-137526;13/01/2016;17/01/2016;Standard Class;90004;PB-19150
CA-2018-136063;15/12/2018;19/12/2018;Standard Class;60302;SS-20140
CA-2017-101546;18/12/2017;24/12/2017;Standard Class;7960;GK-14620
CA-2015-138940;11/04/2015;16/04/2015;Second Class;78745;GM-14455
CA-2017-125164;10/11/2017;14/11/2017;Standard Class;10011;SH-19975
CA-2018-163531;26/06/2018;30/06/2018;Standard Class;10024;SC-20725
CA-2018-122490;13/11/2018;18/11/2018;Standard Class;98103;TT-21070
CA-2018-131366;24/11/2018;29/11/2018;Standard Class;17602;SC-20440
CA-2018-164042;23/05/2018;27/05/2018;Standard Class;77095;KL-16645
CA-2015-132864;02/12/2015;07/12/2015;Standard Class;43229;KN-16390
US-2015-155817;03/10/2015;09/10/2015;Standard Class;27707;SL-20155
US-2017-131891;29/07/2017;31/07/2017;First Class;32503;PW-19240
CA-2018-143567;02/11/2018;05/11/2018;Second Class;42420;TB-21175
CA-2018-104080;08/03/2018;15/03/2018;Standard Class;92804;AH-10210
CA-2015-151379;16/12/2015;20/12/2015;Standard Class;48227;SC-20695
CA-2017-163167;28/11/2017;01/12/2017;Second Class;30062;RF-19345
CA-2017-135776;23/12/2017;30/12/2017;Standard Class;98103;EH-13765
US-2015-122021;15/10/2015;17/10/2015;First Class;44134;AC-10660
CA-2017-130484;22/08/2017;27/08/2017;Standard Class;97030;SG-20470
CA-2018-120936;17/12/2018;21/12/2018;Standard Class;92804;CA-12310
CA-2018-110884;07/03/2018;12/03/2018;Standard Class;10035;SH-20395
US-2015-161613;01/12/2015;03/12/2015;Second Class;77070;MC-17605
US-2015-146353;14/10/2015;16/10/2015;Second Class;3301;JE-15610
CA-2015-133809;18/11/2015;23/11/2015;Second Class;45014;MS-17530
CA-2018-127306;14/01/2018;18/01/2018;Standard Class;37604;BH-11710
CA-2016-161830;24/09/2016;26/09/2016;Second Class;98105;ME-17725
CA-2018-163125;09/10/2018;11/10/2018;Second Class;77573;MB-17305
CA-2017-160304;02/01/2017;07/01/2017;Standard Class;20877;BM-11575
CA-2018-101728;19/08/2018;23/08/2018;Standard Class;60653;SC-20575
CA-2018-114055;25/12/2018;29/12/2018;Second Class;35810;MH-18115
CA-2018-126438;10/09/2018;13/09/2018;First Class;1841;AR-10345
CA-2018-117653;19/10/2018;23/10/2018;Standard Class;60623;MO-17500
CA-2018-143245;01/12/2018;06/12/2018;Standard Class;6824;AD-10180
US-2015-138828;02/09/2015;03/09/2015;First Class;10009;KD-16345
CA-2018-143651;25/03/2018;30/03/2018;Standard Class;98103;FM-14215
CA-2016-106978;28/09/2016;04/10/2016;Standard Class;80013;ZC-21910
CA-2016-155124;15/03/2016;21/03/2016;Standard Class;84043;KS-16300
CA-2018-150931;06/01/2018;13/01/2018;Standard Class;35401;DP-13390
CA-2015-157147;13/01/2015;18/01/2015;Standard Class;94109;BD-11605
CA-2016-156482;06/02/2016;13/02/2016;Standard Class;19805;IL-15100
CA-2018-106782;21/12/2018;27/12/2018;Standard Class;47905;LP-17095
CA-2017-151372;05/09/2017;06/09/2017;First Class;90278;JH-15985
CA-2015-102085;04/10/2015;09/10/2015;Standard Class;98115;JD-16015
CA-2018-107125;27/11/2018;02/12/2018;Standard Class;90045;BD-11320
CA-2017-125815;28/10/2017;01/11/2017;Second Class;10009;DL-13330
CA-2016-144190;09/06/2016;13/06/2016;Standard Class;48073;NC-18415
CA-2018-117926;08/12/2018;12/12/2018;Second Class;94109;AS-10225
CA-2016-153906;16/03/2016;20/03/2016;Standard Class;10009;MS-17980
CA-2015-160262;09/06/2015;13/06/2015;Second Class;89031;TS-21205
CA-2016-127607;20/03/2016;26/03/2016;Standard Class;75007;JK-15730
CA-2017-166226;18/11/2017;22/11/2017;Standard Class;90008;TC-21535
CA-2015-156587;07/03/2015;08/03/2015;First Class;98103;AB-10015
CA-2017-141180;15/05/2017;19/05/2017;Second Class;33311;DP-13000
CA-2016-109708;25/05/2016;28/05/2016;Second Class;38401;CY-12745
CA-2016-122406;02/08/2016;05/08/2016;Second Class;2908;BE-11455
US-2017-153815;06/11/2017;09/11/2017;First Class;32216;KL-16555
CA-2017-164896;07/11/2017;12/11/2017;Standard Class;92054;PS-19045
CA-2016-142202;18/09/2016;23/09/2016;Second Class;32216;JR-16210
CA-2016-165050;07/12/2016;09/12/2016;First Class;10024;AH-10210
US-2017-131114;09/12/2017;13/12/2017;Second Class;60610;RW-19630
CA-2015-160066;16/11/2015;22/11/2015;Standard Class;92646;AH-10075
CA-2017-109925;06/11/2017;10/11/2017;Second Class;92105;IM-15070
CA-2016-160696;06/09/2016;10/09/2016;Standard Class;37211;CK-12760
CA-2015-125171;03/09/2015;03/09/2015;Same Day;10009;AG-10390
CA-2017-149279;24/04/2017;28/04/2017;Standard Class;80906;CL-12700
CA-2018-107321;31/08/2018;04/09/2018;Standard Class;94110;AW-10930
US-2018-122714;07/12/2018;13/12/2018;Standard Class;60653;HG-14965
CA-2016-153038;18/12/2016;25/12/2016;Standard Class;38109;RB-19645
CA-2015-132227;04/11/2015;10/11/2015;Standard Class;10011;SZ-20035
CA-2018-155824;10/03/2018;15/03/2018;Standard Class;27604;KS-16300
CA-2017-129238;31/01/2017;04/02/2017;Standard Class;90045;SC-20050
CA-2018-159688;07/05/2018;12/05/2018;Standard Class;90004;AB-10060
CA-2017-136126;24/05/2017;24/05/2017;Same Day;23602;EH-14125
CA-2017-155033;07/10/2017;12/10/2017;Standard Class;90032;CC-12475
CA-2015-156006;30/04/2015;02/05/2015;Second Class;39212;TM-21010
CA-2016-158659;10/11/2016;14/11/2016;Second Class;47374;SC-20695
CA-2016-169796;09/11/2016;14/11/2016;Standard Class;10035;Dp-13240
CA-2016-102876;07/09/2016;14/09/2016;Standard Class;19134;LR-17035
US-2018-139647;11/05/2018;13/05/2018;First Class;85023;TS-21370
US-2018-160465;21/07/2018;26/07/2018;Standard Class;44105;SW-20350
CA-2015-153850;24/11/2015;29/11/2015;Standard Class;43615;TH-21100
CA-2015-127558;15/11/2015;18/11/2015;First Class;90008;SS-20410
CA-2018-136511;23/03/2018;25/03/2018;Second Class;10011;MZ-17515
CA-2017-133795;18/12/2017;24/12/2017;Standard Class;92037;JE-15475
US-2018-130953;29/07/2018;03/08/2018;Standard Class;73120;RF-19735
CA-2015-151792;02/09/2015;07/09/2015;Second Class;60653;CV-12295
CA-2018-139304;29/01/2018;02/02/2018;Standard Class;94109;VG-21790
CA-2017-155166;26/12/2017;02/01/2018;Standard Class;8360;BB-11545
CA-2016-103954;09/08/2016;13/08/2016;Second Class;53209;HR-14770
CA-2015-169803;06/04/2015;12/04/2015;Standard Class;98115;SC-20260
CA-2018-141719;17/11/2018;21/11/2018;Second Class;60540;EG-13900
CA-2016-136469;11/07/2016;12/07/2016;First Class;19805;TS-21370
CA-2017-158694;10/11/2017;13/11/2017;Second Class;90036;AI-10855
US-2015-104759;31/03/2015;04/04/2015;Standard Class;60610;DD-13570
CA-2016-150511;18/09/2016;24/09/2016;Standard Class;98198;AB-10060
CA-2016-134922;07/11/2016;11/11/2016;Standard Class;19140;KB-16240
US-2018-120607;19/05/2018;19/05/2018;Same Day;30318;JC-15775
CA-2016-141243;03/01/2016;08/01/2016;Second Class;75217;AH-10465
CA-2016-162166;08/09/2016;11/09/2016;First Class;92553;NM-18520
CA-2017-120796;03/04/2017;07/04/2017;Standard Class;19140;CS-11950
CA-2017-109722;05/12/2017;07/12/2017;Second Class;40324;TP-21130
CA-2016-136798;08/05/2016;12/05/2016;Standard Class;55407;DL-12925
CA-2018-122196;22/09/2018;24/09/2018;First Class;19805;CA-12265
CA-2018-142090;30/11/2018;07/12/2018;Standard Class;27217;SC-20380
CA-2018-160934;15/01/2018;19/01/2018;Standard Class;90008;TT-21460
CA-2015-124478;08/08/2015;12/08/2015;Standard Class;48183;MA-17560
CA-2016-145485;05/11/2016;05/11/2016;Same Day;94109;JM-16195
CA-2018-151071;25/04/2018;29/04/2018;Second Class;90049;MB-18085
CA-2015-134572;20/04/2015;22/04/2015;Second Class;77070;SV-20365
CA-2018-143217;11/11/2018;17/11/2018;Standard Class;53209;CG-12040
US-2018-133312;25/11/2018;29/11/2018;Standard Class;94122;BD-11500
US-2016-137533;18/12/2016;18/12/2016;Same Day;44105;JK-15640
CA-2017-155138;08/09/2017;12/09/2017;Standard Class;28110;JM-15580
CA-2017-108350;06/06/2017;09/06/2017;Second Class;1852;SC-20230
CA-2016-144302;19/06/2016;23/06/2016;Standard Class;75081;ME-17320
CA-2016-109001;05/03/2016;09/03/2016;Standard Class;19120;KN-16390
CA-2018-132738;04/08/2018;07/08/2018;First Class;80538;HM-14860
CA-2018-156720;30/12/2018;03/01/2019;Standard Class;80538;JM-15580
CA-2016-119102;23/05/2016;27/05/2016;Standard Class;2895;KH-16690
US-2015-140452;06/12/2015;10/12/2015;Standard Class;60610;BK-11260
CA-2016-141936;07/08/2016;12/08/2016;Standard Class;93309;PN-18775
CA-2015-158442;17/03/2015;17/03/2015;Same Day;75217;AZ-10750
CA-2016-167374;26/03/2016;30/03/2016;Second Class;19140;GM-14500
CA-2015-116568;14/12/2015;20/12/2015;Standard Class;32725;BM-11785
CA-2016-147102;19/09/2016;26/09/2016;Standard Class;31907;NH-18610
CA-2018-132213;25/04/2018;26/04/2018;First Class;37211;PN-18775
CA-2015-138450;18/10/2015;22/10/2015;Standard Class;19134;EH-13765
CA-2016-153073;13/11/2016;13/11/2016;Same Day;60610;HA-14905
CA-2017-147970;31/01/2017;02/02/2017;Second Class;75220;AB-10150
CA-2017-150658;17/11/2017;22/11/2017;Standard Class;88220;MS-17365
CA-2018-125640;25/07/2018;29/07/2018;Standard Class;19134;DD-13570
CA-2018-154137;11/11/2018;17/11/2018;Standard Class;10009;MT-17815
CA-2016-127173;26/09/2016;03/10/2016;Standard Class;11572;GM-14500
CA-2015-149538;04/04/2015;08/04/2015;Standard Class;70506;KB-16585
CA-2015-160766;14/09/2015;14/09/2015;Same Day;10009;DM-13015
CA-2018-146626;29/12/2018;05/01/2019;Standard Class;92804;BP-11185
CA-2016-123330;21/06/2016;27/06/2016;Standard Class;32725;EP-13915
CA-2018-155607;26/11/2018;30/11/2018;Standard Class;10009;FG-14260
CA-2017-151323;23/10/2017;28/10/2017;Standard Class;98103;AB-10255
CA-2016-146696;14/12/2016;19/12/2016;Standard Class;92105;RD-19480
CA-2017-128972;13/11/2017;17/11/2017;Standard Class;73120;TS-21430
CA-2018-128335;29/09/2018;05/10/2018;Standard Class;10550;JA-15970
CA-2016-154886;08/11/2016;12/11/2016;Standard Class;94109;SW-20455
CA-2017-111213;01/04/2017;05/04/2017;Standard Class;10009;FP-14320
CA-2018-161333;02/02/2018;07/02/2018;Standard Class;90045;JL-15835
CA-2018-128734;24/12/2018;31/12/2018;Standard Class;85224;JL-15175
CA-2015-141796;21/06/2015;21/06/2015;Same Day;11561;JG-15160
CA-2018-125101;06/03/2018;10/03/2018;Second Class;94109;SH-19975
CA-2018-169929;25/09/2018;28/09/2018;First Class;59601;LS-17200
US-2015-121566;30/06/2015;06/07/2015;Standard Class;10011;CS-11860
US-2016-124219;07/08/2016;08/08/2016;First Class;63122;KW-16570
CA-2018-163006;30/06/2018;04/07/2018;Second Class;60653;GH-14410
CA-2016-156146;26/10/2016;30/10/2016;Second Class;85345;AG-10495
CA-2015-111192;30/07/2015;05/08/2015;Standard Class;98103;TS-21430
CA-2017-115378;18/11/2017;23/11/2017;Second Class;48180;AJ-10945
CA-2016-161627;06/07/2016;11/07/2016;Standard Class;91104;SJ-20215
CA-2015-121006;10/11/2015;16/11/2015;Standard Class;48640;SC-20020
CA-2017-122903;27/05/2017;29/05/2017;Second Class;48205;LA-16780
CA-2016-107741;08/03/2016;10/03/2016;First Class;81001;FC-14335
